time,active_energy_import_diff,active_energy_export_diff,reactive_energy_import_diff,reactive_energy_export_diff,apparent_energy_import_diff,apparent_energy_export_diff
2024-10-13T07:38:52.1Z,6923,0,3398,0,8102,0
2024-10-13T07:58:59.663Z,4621,0,2279,0,5428,0
2024-10-13T08:08:56.6Z,2529,0,1244,0,2950,0
2024-10-13T08:18:59.065Z,1894,0,922,0,2225,0
2024-10-13T08:28:57.191Z,2192,0,1074,0,2582,0
2024-10-13T08:39:14.6500001Z,2514,0,1240,0,2939,0
2024-10-13T08:59:10.0539999Z,4384,0,2122,0,5118,0
2024-10-13T09:09:02.523Z,2252,0,1132,0,2663,0
2024-10-13T09:18:54.95Z,2505,0,1263,0,2942,0
2024-10-13T09:29:04.0050002Z,2441,0,1208,0,2848,0
2024-10-13T09:48:52.4330002Z,4218,0,2093,0,4979,0
2024-10-13T09:59:04.461Z,2554,0,1268,0,2989,0
2024-10-13T10:08:58.42Z,2399,0,1176,0,2796,0
2024-10-13T10:28:57.391Z,4303,0,2146,0,5083,0
2024-10-13T10:38:56.515Z,2543,0,1277,0,2986,0
2024-10-13T10:49:11.003Z,2323,0,1172,0,2728,0
2024-10-13T11:49:08.696Z,13538,0,6876,0,16003,0
2024-10-13T12:02:51.3210002Z,3030,0,1542,0,3585,0
2024-10-13T12:09:11.161Z,1770,0,907,0,2064,0
2024-10-13T12:19:16.638Z,1954,0,994,0,2331,0
2024-10-13T12:28:56.141Z,2560,0,1330,0,3022,0
2024-10-13T12:38:49.9460001Z,2559,0,1334,0,3024,0
2024-10-13T12:49:01.5250002Z,2184,0,1110,0,2571,0
2024-10-13T12:58:58.626Z,2082,0,1026,0,2462,0
2024-10-13T13:28:55.504Z,7479,0,3727,0,8754,0
2024-10-13T14:08:49.405Z,9217,0,4833,0,10940,0
2024-10-13T14:18:57.219Z,2077,0,1004,0,2447,0
2024-10-13T14:28:48.395Z,2500,0,1243,0,2929,0
2024-10-13T14:39:01.499Z,2514,0,1262,0,2950,0
2024-10-13T14:49:07.881Z,1956,0,965,0,2298,0
2024-10-13T14:59:06.871Z,2156,0,1091,0,2560,0
2024-10-13T15:18:46.74Z,5042,0,2639,0,5964,0
2024-10-13T15:29:07.353Z,1895,0,989,0,2259,0
2024-10-13T15:38:53.783Z,2207,0,1179,0,2649,0
2024-10-13T15:59:09.243Z,4957,0,2530,0,5832,0
2024-10-13T16:08:56.135Z,1855,0,908,0,2191,0
2024-10-13T16:19:15.144Z,2247,0,1114,0,2653,0
2024-10-13T16:38:49.104Z,4848,0,2436,0,5691,0
2024-10-13T16:49:08.136Z,1847,0,920,0,2192,0
2024-10-13T16:59:03.128Z,2303,0,1171,0,2733,0
2024-10-13T17:19:09.9860001Z,4787,0,2423,0,5634,0
2024-10-13T17:29:04.5469998Z,1846,0,909,0,2186,0
2024-10-13T17:38:55.049Z,2340,0,1189,0,2777,0
2024-10-13T17:49:01.5050002Z,2472,0,1248,0,2909,0
2024-10-13T17:58:55.885Z,2257,0,1139,0,2656,0
2024-10-13T18:08:47.415Z,1844,0,932,0,2196,0
2024-10-13T18:18:50.7509998Z,2395,0,1246,0,2852,0
2024-10-13T18:29:02.1819999Z,2463,0,1274,0,2915,0
2024-10-13T18:39:12.234Z,2196,0,1116,0,2590,0
2024-10-13T18:49:10.701Z,1841,0,930,0,2199,0
2024-10-13T18:58:48.741Z,2468,0,1284,0,2931,0
2024-10-13T19:19:08.183Z,4611,0,2404,0,5467,0
2024-10-13T19:29:13.661Z,1907,0,981,0,2289,0
2024-10-13T19:38:55.665Z,2462,0,1315,0,2932,0
2024-10-14T11:51:52.597Z,232057,0,102322,0,266831,0
2024-10-14T12:09:13.8859999Z,3601,0,1845,0,4282,0
2024-10-14T12:19:12.051Z,2433,0,1275,0,2885,0
2024-10-14T12:28:58.288Z,2421,0,1280,0,2875,0
2024-10-14T12:49:05.4890002Z,3975,0,2067,0,4742,0
2024-10-14T12:59:12.4Z,2446,0,1313,0,2913,0
2024-10-14T13:08:55.346Z,2471,0,1320,0,2940,0
2024-10-14T13:18:59.36Z,2048,0,1075,0,2434,0
2024-10-14T13:29:09.4389998Z,1996,0,1053,0,2399,0
2024-10-14T13:38:52.4340001Z,2467,0,1334,0,2944,0
2024-10-14T13:48:54.4379999Z,2484,0,1337,0,2960,0
2024-10-14T13:58:57.836Z,2005,0,1076,0,2396,0
2024-10-14T14:09:06.4100001Z,2071,0,1124,0,2499,0
2024-10-14T14:28:51.819Z,4985,0,2755,0,5975,0
2024-10-14T14:39:00.7650002Z,1953,0,1063,0,2342,0
2024-10-14T14:49:00.2909998Z,2104,0,1155,0,2545,0
2024-10-14T14:59:08.273Z,2437,0,1269,0,2886,0
2024-10-14T15:08:55.728Z,2381,0,1246,0,2815,0
2024-10-14T15:19:10.691Z,1813,0,938,0,2169,0
2024-10-14T15:28:56.2509998Z,2217,0,1174,0,2653,0
2024-10-14T15:38:56.672Z,2458,0,1311,0,2930,0
2024-10-14T15:48:53.8059999Z,1934,0,1034,0,2320,0
2024-10-14T16:09:13.152Z,4530,0,2473,0,5453,0
2024-10-14T16:19:11.664Z,1994,0,1077,0,2390,0
2024-10-14T16:29:11.2349998Z,2020,0,1086,0,2439,0
2024-10-14T16:39:07.162Z,2443,0,1347,0,2934,0
2024-10-14T16:49:00.1540001Z,1995,0,1078,0,2392,0
2024-10-14T16:58:49.1730002Z,2053,0,1125,0,2489,0
2024-10-14T17:08:58.0109998Z,2472,0,1388,0,2979,0
2024-10-14T17:19:02.592Z,1746,0,959,0,2111,0
2024-10-14T17:28:53.1140001Z,2293,0,1287,0,2782,0
